,ID,Property price (USD),Sold date (MM/DD/YYYY),Address,Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,AC,FormattedAddress,Longitude,Latitude
5981,5982,237000,10/18/2021,"8227 N 29th Ave, Phoenix, AZ, 85051",1464.0,sqft,161.89,7998.0,sqft,4.0,2.0,8227 N 29th Ave,Phoenix,85051,1,"8227 N 29TH AVE, PHOENIX, AZ, 85051",-112.12119981494271,33.55772385403941
5982,5983,237000,4/28/2022,"1839 W Taro Ln, Phoenix, AZ, 85027",1861.0,sqft,127.35,9564.0,sqft,,2.67,1839 W Taro Ln,Phoenix,85027,1,"1839 W TARO LN, PHOENIX, AZ, 85027",-112.09865442399553,33.659052019041155
5983,5984,237000,2/10/2023,"7318 W Williams St, Phoenix, AZ, 85043",1853.0,sqft,127.9,5775.0,sqft,,2.67,7318 W Williams St,Phoenix,85043,1,"7318 W WILLIAMS ST, PHOENIX, AZ, 85043",-112.21757757881716,33.421156189834676
5984,5985,236900,4/5/2021,"2262 W Hidalgo Ave, Phoenix, AZ, 85041",1254.0,sqft,188.92,6016.0,sqft,4.0,2.0,2262 W Hidalgo Ave,Phoenix,85041,1,"2262 W HIDALGO AVE, PHOENIX, AZ, 85041",-112.10657112321701,33.39328699141777
5985,5986,236750,11/16/2022,"11211 W Heatherbrae Dr, Phoenix, AZ, 85037",1092.0,sqft,216.8,4356.0,sqft,3.0,2.0,11211 W Heatherbrae Dr,Phoenix,85037,1,"11211 W HEATHERBRAE DR, PHOENIX, AZ, 85037",-112.30012621473759,33.49614720839833
5986,5987,236600,9/28/2021,"2513 N 41st Ave, Phoenix, AZ, 85009",996.0,sqft,237.55,6560.0,sqft,3.0,1.0,2513 N 41st Ave,Phoenix,85009,1,"2513 N 41ST AVE, PHOENIX, AZ, 85009",-112.14727517570293,33.47529000678202
5987,5988,236559,9/6/2023,"17442 N 8th Ave, Phoenix, AZ, 85023",1163.0,sqft,203.4,6207.0,sqft,3.0,2.0,17442 N 8th Ave,Phoenix,85023,1,"17442 N 8TH AVE, PHOENIX, AZ, 85023",-112.08447148034986,33.64501426953592
5988,5989,236500,4/16/2021,"2241 E Wood St, Phoenix, AZ, 85040",1000.0,sqft,236.5,6490.0,sqft,3.0,2.0,2241 E Wood St,Phoenix,85040,1,"2241 E WOOD ST, PHOENIX, AZ, 85040",-112.03259573747545,33.408538183658266
5989,5990,236500,3/29/2021,"1224 E Wier Ave, Phoenix, AZ, 85040",1499.0,sqft,157.77,0.26,acres,3.0,2.0,1224 E Wier Ave,Phoenix,85040,1,"1224 E WIER AVE, PHOENIX, AZ, 85040",-112.05535173311154,33.403474452311855
5990,5991,236500,6/17/2022,"1201 W Fremont Rd, Phoenix, AZ, 85041",1152.0,sqft,205.3,6797.0,sqft,2.0,2.0,1201 W Fremont Rd,Phoenix,85041,1,"1201 W FREMONT RD, PHOENIX, AZ, 85041",-112.0875430502386,33.38126159710794
5991,5992,236300,8/20/2021,"3229 W Pierce St, Phoenix, AZ, 85009",891.0,sqft,265.21,9034.0,sqft,3.0,1.0,3229 W Pierce St,Phoenix,85009,1,"3229 W PIERCE ST, PHOENIX, AZ, 85009",-112.12861233506311,33.45587983066406
5992,5993,236037,6/28/2021,"610 N 9th St, Phoenix, AZ, 85006",1292.0,sqft,182.69,7240.0,sqft,,1.0,610 N 9th St,Phoenix,85006,1,"610 N 9TH ST, PHOENIX, AZ, 85006",-112.06213115665105,33.45492543064728
5993,5994,236000,4/24/2023,"8811 W Coronado Rd, Phoenix, AZ, 85037",1300.0,sqft,181.54,4791.0,sqft,3.0,2.0,8811 W Coronado Rd,Phoenix,85037,1,"8811 W CORONADO RD, PHOENIX, AZ, 85037",-112.24986618990607,33.466842593916965
5994,5995,236000,9/22/2021,"3002 E Mulberry St, Phoenix, AZ, 85016",992.0,sqft,237.9,0.26,acres,,1.0,3002 E Mulberry St,Phoenix,85016,1,"3002 E MULBERRY DR, PHOENIX, AZ, 85016",-112.01714498652984,33.486928170402905
5995,5996,236000,5/14/2021,"1214 E Peoria Ave, Phoenix, AZ, 85020",1033.0,sqft,228.46,6199.0,sqft,2.0,1.0,1214 E Peoria Ave,Phoenix,85020,1,"1214 E PEORIA AVE, PHOENIX, AZ, 85020",-112.05605497060208,33.58234615944019
5996,5997,236000,,"8210 N 7th St, Phoenix, AZ, 85020",1289.0,sqft,183.09,0.33,acres,4.0,3.0,8210 N 7th St,Phoenix,85020,1,"8210 N 7TH ST, PHOENIX, AZ, 85020",-112.06532248741064,33.55676295152415
5997,5998,236000,4/30/2021,"3849 W Acapulco Ln, Phoenix, AZ, 85053",864.0,sqft,273.15,6411.0,sqft,2.0,1.0,3849 W Acapulco Ln,Phoenix,85053,1,"3849 W ACAPULCO LN, PHOENIX, AZ, 85053",-112.14149073249604,33.62346515270491
5998,5999,236000,10/18/2021,"201 W Bluefield Ave, Phoenix, AZ, 85023",1057.0,sqft,223.27,6791.0,sqft,,1.33,201 W Bluefield Ave,Phoenix,85023,1,"201 W BLUEFIELD AVE, PHOENIX, AZ, 85023",-112.0765558853742,33.652393364856835
5999,6000,236000,4/29/2022,"331 W Dobbins Rd, Phoenix, AZ, 85041",744.0,sqft,317.2,9641.0,sqft,2.0,1.0,331 W Dobbins Rd,Phoenix,85041,1,"331 W DOBBINS RD, PHOENIX, AZ, 85041",-112.0790185555997,33.36314374990462
6000,6001,236000,7/23/2021,"3018 W Coronado Rd, Phoenix, AZ, 85009",768.0,sqft,307.29,6320.0,sqft,3.0,1.0,3018 W Coronado Rd,Phoenix,85009,1,"3018 W CORONADO RD, PHOENIX, AZ, 85009",-112.12405815776373,33.46781217860149
6001,6002,235966,7/21/2021,"12630 N 28th St, Phoenix, AZ, 85032",1551.0,sqft,152.14,7435.0,sqft,3.0,2.0,12630 N 28th St,Phoenix,85032,1,"12630 N 28TH ST, PHOENIX, AZ, 85032",-112.02192576630466,33.60172121121616
6002,6003,235500,5/24/2021,"742 W Jones Ave, Phoenix, AZ, 85041",1050.0,sqft,224.29,6347.0,sqft,2.0,1.0,742 W Jones Ave,Phoenix,85041,1,"742 W JONES AVE, PHOENIX, AZ, 85041",-112.08270089177108,33.41085522815763
6003,6004,235208,9/9/2021,"6321 W Palm Ln, Phoenix, AZ, 85035",1640.0,sqft,143.42,6756.0,sqft,,2.0,6321 W Palm Ln,Phoenix,85035,1,"6321 W PALM LN, PHOENIX, AZ, 85035",-112.19563979654458,33.46948342766581
6004,6005,235000,7/13/2021,"8861 W Fairmount Ave, Phoenix, AZ, 85037",1191.0,sqft,197.31,4195.0,sqft,,3.0,8861 W Fairmount Ave,Phoenix,85037,1,"8861 W FAIRMOUNT AVE, PHOENIX, AZ, 85037",-112.25083780706206,33.491618899151604
6005,6006,235000,4/23/2021,"7144 W Palm Ln, Phoenix, AZ, 85035",984.0,sqft,238.82,1.0,acres,2.0,1.0,7144 W Palm Ln,Phoenix,85035,1,"7144 W PALM LN, PHOENIX, AZ, 85035",-112.2131295356337,33.469203982859995
6006,6007,235000,10/23/2023,"2908 N 80th Ln, Phoenix, AZ, 85033",1246.0,sqft,188.6,6238.0,sqft,,1.67,2908 N 80th Ln,Phoenix,85033,1,"2908 N 80TH LN, PHOENIX, AZ, 85033",-112.23133217407502,33.480291391512196
6007,6008,235000,12/29/2021,"8010 W Glenrosa Ave, Phoenix, AZ, 85033",1596.0,sqft,147.24,6477.0,sqft,,2.0,8010 W Glenrosa Ave,Phoenix,85033,1,"8010 W GLENROSA AVE, PHOENIX, AZ, 85033",-112.23197993912976,33.498582789623015
6008,6009,235000,4/5/2021,"7935 W Minnezona Ave, Phoenix, AZ, 85033",952.0,sqft,246.85,6647.0,sqft,3.0,1.0,7935 W Minnezona Ave,Phoenix,85033,1,"7935 W MINNEZONA AVE, PHOENIX, AZ, 85033",-112.23012029578723,33.50195671751101
6009,6010,235000,9/16/2021,"4835 N Palomilla Ct, Phoenix, AZ, 85037",1188.0,sqft,197.81,8854.0,sqft,3.0,2.0,4835 N Palomilla Ct,Phoenix,85037,1,"4835 N PALOMILLA CT, PHOENIX, AZ, 85037",-112.2810411143139,33.50692713406795
6010,6011,235000,5/20/2022,"9019 W Elm St UNIT 4, Phoenix, AZ, 85037",976.0,sqft,240.78,1298.0,sqft,2.0,2.0,9019 W Elm St UNIT 4,Phoenix,85037,1,"9019 W ELM ST, PHOENIX, AZ, 85037",-112.25349227166544,33.50750268970859
6011,6012,235000,6/7/2021,"8411 W Berkeley Rd, Phoenix, AZ, 85037",911.0,sqft,257.96,3389.0,sqft,2.0,1.0,8411 W Berkeley Rd,Phoenix,85037,1,"8411 W BERKELEY RD, PHOENIX, AZ, 85037",-112.24095283951755,33.46774456111939
6012,6013,235000,5/4/2021,"5233 W Monte Vista Rd, Phoenix, AZ, 85035",1038.0,sqft,226.4,6477.0,sqft,3.0,2.0,5233 W Monte Vista Rd,Phoenix,85035,1,"5233 W MONTE VISTA RD, PHOENIX, AZ, 85035",-112.17203664824223,33.471731330415594
6013,6014,235000,3/22/2021,"2218 N 50th Ave, Phoenix, AZ, 85035",1457.0,sqft,161.29,6468.0,sqft,4.0,2.0,2218 N 50th Ave,Phoenix,85035,1,"2218 N 50TH AVE, PHOENIX, AZ, 85035",-112.16683154140122,33.471660948785654
6014,6015,235000,11/6/2021,"2831 N 52nd Ave, Phoenix, AZ, 85035",816.0,sqft,287.99,6007.0,sqft,2.0,1.0,2831 N 52nd Ave,Phoenix,85035,1,"2831 N 52ND AVE, PHOENIX, AZ, 85035",-112.17158065059647,33.4790056871841
6015,6016,235000,6/1/2021,"1808 S 17th Ave, Phoenix, AZ, 85007",1502.0,sqft,156.46,6996.0,sqft,4.0,2.0,1808 S 17th Ave,Phoenix,85007,1,"1808 S 17TH AVE, PHOENIX, AZ, 85007",-112.0956381291744,33.43060678125687
6016,6017,235000,6/30/2022,"1601 W Sonora St, Phoenix, AZ, 85007",896.0,sqft,262.28,6873.0,sqft,3.0,1.0,1601 W Sonora St,Phoenix,85007,1,"1601 W SONORA ST, PHOENIX, AZ, 85007",-112.09394069186175,33.43231640391343
6017,6018,235000,1/18/2024,"3607 W La Salle St, Phoenix, AZ, 85041",1400.0,sqft,167.86,5924.0,sqft,4.0,2.0,3607 W La Salle St,Phoenix,85041,1,"3607 W LA SALLE ST, PHOENIX, AZ, 85041",-112.13635593299762,33.39691464333106
6018,6019,235000,11/14/2023,"1712 W Wayland Rd, Phoenix, AZ, 85041",1092.0,sqft,215.2,6517.0,sqft,,2.0,1712 W Wayland Rd,Phoenix,85041,1,"1712 W WAYLAND RD, PHOENIX, AZ, 85041",-112.09518461096803,33.39439211451497
6019,6020,235000,8/16/2022,"441 N 38th Ave, Phoenix, AZ, 85009",1537.0,sqft,152.9,6673.0,sqft,,1.0,441 N 38th Ave,Phoenix,85009,1,"441 N 38TH AVE, PHOENIX, AZ, 85009",-112.14141942245743,33.45428050879889
6020,6021,235000,7/15/2021,"3613 W McKinley St, Phoenix, AZ, 85009",912.0,sqft,257.68,6347.0,sqft,,1.0,3613 W McKinley St,Phoenix,85009,1,"3613 W MCKINLEY ST, PHOENIX, AZ, 85009",-112.13698066079655,33.45680626927185
6021,6022,235000,6/1/2022,"3601 W Maricopa St, Phoenix, AZ, 85009",1500.0,sqft,156.67,6294.0,sqft,,2.0,3601 W Maricopa St,Phoenix,85009,1,"3601 W MARICOPA ST, PHOENIX, AZ, 85009",-112.13721224415019,33.438402591897784
6022,6023,235000,8/20/2021,"4501 W Crittenden Ln, Phoenix, AZ, 85031",962.0,sqft,244.28,6493.0,sqft,3.0,1.0,4501 W Crittenden Ln,Phoenix,85031,1,"4501 W CRITTENDEN LN, PHOENIX, AZ, 85031",-112.15601016306846,33.489234585960844
6023,6024,235000,4/7/2022,"2924 W Coronado Rd, Phoenix, AZ, 85009",1249.0,sqft,188.15,6290.0,sqft,,3.0,2924 W Coronado Rd,Phoenix,85009,1,"2924 W CORONADO RD, PHOENIX, AZ, 85009",-112.12200806031905,33.467805526679626
6024,6025,235000,1/28/2023,"2549 N 41st Ave, Phoenix, AZ, 85009",996.0,sqft,235.94,6020.0,sqft,3.0,1.0,2549 N 41st Ave,Phoenix,85009,1,"2549 N 41ST AVE, PHOENIX, AZ, 85009",-112.14726994435745,33.47593766749975
6025,6026,235000,9/22/2023,"3016 W Villa St, Phoenix, AZ, 85009",1025.0,sqft,229.27,6321.0,sqft,3.0,2.0,3016 W Villa St,Phoenix,85009,1,"3016 W VILLA ST, PHOENIX, AZ, 85009",-112.12417665540255,33.45648559982601
6026,6027,235000,1/13/2022,"128 N 30th Ave, Phoenix, AZ, 85009",685.0,sqft,343.07,8952.0,sqft,,1.0,128 N 30th Ave,Phoenix,85009,1,"128 N 30TH AVE, PHOENIX, AZ, 85009",-112.12379283619651,33.450033769151275
6027,6028,235000,5/27/2021,"11 N 31st Ave, Phoenix, AZ, 85009",735.0,sqft,319.73,7545.0,sqft,3.0,1.0,11 N 31st Ave,Phoenix,85009,1,"11 N 31ST AVE, PHOENIX, AZ, 85009",-112.12594441320988,33.44786639604649
6028,6029,235000,4/2/2021,"2643 W Washington St, Phoenix, AZ, 85009",1457.0,sqft,161.29,6369.0,sqft,4.0,2.0,2643 W Washington St,Phoenix,85009,1,"2643 W WASHINGTON ST, PHOENIX, AZ, 85009",-112.1163271437751,33.4481366909979
6029,6030,235000,2/25/2022,"2118 W Tonto St, Phoenix, AZ, 85009",704.0,sqft,333.81,6307.0,sqft,2.0,1.0,2118 W Tonto St,Phoenix,85009,1,"2118 W TONTO ST, PHOENIX, AZ, 85009",-112.10477896250535,33.438616181573536
6030,6031,235000,2/15/2024,"310 W Pueblo Ave, Phoenix, AZ, 85041",1639.0,sqft,143.38,7840.0,sqft,4.0,3.0,310 W Pueblo Ave,Phoenix,85041,1,"310 W PUEBLO AVE, PHOENIX, AZ, 85041",-112.07795762245934,33.40803252474069
6031,6032,235000,1/12/2022,"638 W Chipman Rd, Phoenix, AZ, 85041",1026.0,sqft,229.04,5205.0,sqft,3.0,1.0,638 W Chipman Rd,Phoenix,85041,1,"638 W CHIPMAN RD, PHOENIX, AZ, 85041",-112.08091504680817,33.4023883860001
6032,6033,235000,2/12/2024,"6629 S 4th Ave, Phoenix, AZ, 85041",829.0,sqft,283.47,7610.0,sqft,,1.0,6629 S 4th Ave,Phoenix,85041,1,"6629 S 4TH AVE, PHOENIX, AZ, 85041",-112.07861563088073,33.385632639295125
6033,6034,235000,2/18/2022,"1820 E Diamond St, Phoenix, AZ, 85006",814.0,sqft,288.7,6140.0,sqft,2.0,1.0,1820 E Diamond St,Phoenix,85006,0,"1820 E DIAMOND ST, PHOENIX, AZ, 85006",-112.04283459969963,33.4596561683054
6034,6035,235000,9/14/2021,"1712 N 25th Pl, Phoenix, AZ, 85008",651.0,sqft,360.98,0.27,acres,1.0,1.0,1712 N 25th Pl,Phoenix,85008,1,"1712 N 25TH PL, PHOENIX, AZ, 85008",-112.02669661402365,33.46680422308282
6035,6036,235000,9/15/2022,"3534 E Pierce St, Phoenix, AZ, 85008",944.0,sqft,248.94,8002.0,sqft,3.0,2.0,3534 E Pierce St,Phoenix,85008,1,"3534 E PIERCE ST, PHOENIX, AZ, 85008",-112.00555508366506,33.45587817403879
6036,6037,235000,9/7/2023,"2326 E Wier Ave, Phoenix, AZ, 85040",1232.0,sqft,190.75,6399.0,sqft,,2.0,2326 E Wier Ave,Phoenix,85040,1,"2326 E WIER AVE, PHOENIX, AZ, 85040",-112.03125080442794,33.40336697272306
6037,6038,235000,3/11/2024,"4650 S 17th Way, Phoenix, AZ, 85040",1620.0,sqft,145.06,6586.0,sqft,3.0,2.0,4650 S 17th Way,Phoenix,85040,1,"4650 S 17TH WAY, PHOENIX, AZ, 85040",-112.0429472539995,33.403311237860976
6038,6039,235000,6/4/2021,"4135 E Carter Dr, Phoenix, AZ, 85042",1177.0,sqft,199.66,5645.0,sqft,,2.0,4135 E Carter Dr,Phoenix,85042,1,"4135 E CARTER DR, PHOENIX, AZ, 85042",-111.99191774703024,33.38311888442104
6039,6040,235000,,"4247 E Vineyard Rd, Phoenix, AZ, 85042",1584.0,sqft,148.36,,,4.0,2.0,4247 E Vineyard Rd,Phoenix,85042,1,"4247 E VINEYARD RD, PHOENIX, AZ, 85042",-111.98988938038076,33.385544816096456
6040,6041,235000,2/9/2024,"7002 W Mariposa St, Phoenix, AZ, 85033",1305.0,sqft,180.08,7948.0,sqft,3.0,2.0,7002 W Mariposa St,Phoenix,85033,1,"7002 W MARIPOSA ST, PHOENIX, AZ, 85033",-112.2088547194482,33.50687776180399
6041,6042,235000,5/18/2021,"4545 N 67th Ave UNIT 1211, Phoenix, AZ, 85033",919.0,sqft,255.71,5589.0,sqft,2.0,2.0,4545 N 67th Ave UNIT 1211,Phoenix,85033,1,"4545 N 67TH AVE, PHOENIX, AZ, 85033",-112.2031173791471,33.502641599981246
6042,6043,235000,11/30/2022,"3924 W Palo Verde Dr, Phoenix, AZ, 85019",1590.0,sqft,147.8,7004.0,sqft,,2.0,3924 W Palo Verde Dr,Phoenix,85019,1,"3924 W PALO VERDE DR, PHOENIX, AZ, 85019",-112.14341184477507,33.523160967293904
6043,6044,235000,6/30/2021,"3608 W Marshall Ave, Phoenix, AZ, 85019",1869.0,sqft,125.74,6429.0,sqft,3.0,2.0,3608 W Marshall Ave,Phoenix,85019,1,"3608 W MARSHALL AVE, PHOENIX, AZ, 85019",-112.1362010710427,33.51753622027036
6044,6045,235000,3/23/2021,"4211 N 51st Ave, Phoenix, AZ, 85031",1177.0,sqft,199.66,7253.0,sqft,3.0,2.0,4211 N 51st Ave,Phoenix,85031,1,"4211 N 51ST AVE, PHOENIX, AZ, 85031",-112.16878656326912,33.49725848468972
6045,6046,235000,6/30/2021,"2029 W Sunnyside Ave, Phoenix, AZ, 85029",1025.0,sqft,229.27,6214.0,sqft,2.0,2.0,2029 W Sunnyside Ave,Phoenix,85029,1,"2029 W SUNNYSIDE DR, PHOENIX, AZ, 85029",-112.10233571328973,33.59285114991769
6046,6047,235000,12/22/2023,"8836 N 29th Ave, Phoenix, AZ, 85051",1179.0,sqft,199.32,6194.0,sqft,3.0,2.0,8836 N 29th Ave,Phoenix,85051,1,"8836 N 29TH AVE, PHOENIX, AZ, 85051",-112.12129339589922,33.56681011037642
6047,6048,235000,6/7/2021,"8228 N 30th Dr, Phoenix, AZ, 85051",1128.0,sqft,208.33,7004.0,sqft,3.0,2.0,8228 N 30th Dr,Phoenix,85051,1,"8228 N 30TH DR, PHOENIX, AZ, 85051",-112.124747559946,33.557887672166316
6048,6049,235000,8/29/2023,"3725 W Keim Dr, Phoenix, AZ, 85019",1713.0,sqft,137.19,6486.0,sqft,4.0,2.0,3725 W Keim Dr,Phoenix,85019,1,"3725 W KEIM DR, PHOENIX, AZ, 85019",-112.13912667838531,33.52680838121165
6049,6050,235000,11/23/2022,"2807 W Marshall Ave, Phoenix, AZ, 85017",1774.0,sqft,132.47,6965.0,sqft,4.0,2.0,2807 W Marshall Ave,Phoenix,85017,1,"2807 W MARSHALL AVE, PHOENIX, AZ, 85017",-112.11921160110523,33.51744058019494
6050,6051,235000,8/5/2021,"4633 N 31st Ave, Phoenix, AZ, 85017",1160.0,sqft,202.59,6185.0,sqft,,1.0,4633 N 31st Ave,Phoenix,85017,1,"4633 N 31ST AVE, PHOENIX, AZ, 85017",-112.12549784991103,33.5051061294144
6051,6052,235000,4/29/2022,"3022 W Roma Ave, Phoenix, AZ, 85017",1140.0,sqft,206.14,6556.0,sqft,3.0,2.0,3022 W Roma Ave,Phoenix,85017,1,"3022 W ROMA AVE, PHOENIX, AZ, 85017",-112.12345756636296,33.500833174074444
6052,6053,235000,11/1/2021,"6211 N 25th Ave, Phoenix, AZ, 85015",2591.0,sqft,90.7,6499.0,sqft,,2.0,6211 N 25th Ave,Phoenix,85015,1,"6211 N 25TH AVE, PHOENIX, AZ, 85015",-112.11098730848119,33.52837557827547
6053,6054,235000,7/6/2021,"9827 N 17th Dr, Phoenix, AZ, 85021",1849.0,sqft,127.1,6556.0,sqft,3.0,2.0,9827 N 17th Dr,Phoenix,85021,1,"9827 N 17TH DR, PHOENIX, AZ, 85021",-112.0969734829074,33.57527369635318
6054,6055,235000,6/1/2023,"1350 E Mercer Ln, Phoenix, AZ, 85020",1320.0,sqft,178.03,6683.0,sqft,,2.0,1350 E Mercer Ln,Phoenix,85020,1,"1350 E MERCER LN, PHOENIX, AZ, 85020",-112.05361705625188,33.585206198241394
6055,6056,235000,4/10/2023,"1527 E Turquoise Ave, Phoenix, AZ, 85020",1050.0,sqft,223.81,6631.0,sqft,2.0,1.0,1527 E Turquoise Ave,Phoenix,85020,1,"1527 E TURQUOISE AVE, PHOENIX, AZ, 85020",-112.04946749513255,33.57539301320702
6056,6057,235000,7/21/2023,"1141 E Alice Ave, Phoenix, AZ, 85020",1092.0,sqft,215.2,6923.0,sqft,,2.0,1141 E Alice Ave,Phoenix,85020,1,"1141 E ALICE AVE, PHOENIX, AZ, 85020",-112.05753682345772,33.56408757060592
6057,6058,235000,12/21/2021,"4840 W Morrow Dr, Glendale, AZ, 85308",968.0,sqft,242.77,7428.0,sqft,2.0,2.0,4840 W Morrow Dr,Glendale,85308,1,"4840 W MORROW DR, GLENDALE, AZ, 85308",-112.16556226835672,33.65648232873565
6058,6059,235000,4/2/2021,"3412 W Acoma Dr, Phoenix, AZ, 85053",1380.0,sqft,170.29,8432.0,sqft,,2.0,3412 W Acoma Dr,Phoenix,85053,1,"3412 W ACOMA DR, PHOENIX, AZ, 85053",-112.13208245730652,33.617662158653786
6059,6060,235000,8/4/2023,"4224 W Saint John Rd, Glendale, AZ, 85308",1358.0,sqft,173.05,9203.0,sqft,3.0,2.0,4224 W Saint John Rd,Glendale,85308,0,"4224 W SAINT JOHN RD, GLENDALE, AZ, 85308",-112.14980001573679,33.64660468055871
6060,6061,235000,7/2/2021,"2732 E John Cabot Rd, Phoenix, AZ, 85032",1466.0,sqft,160.3,6969.0,sqft,3.0,2.0,2732 E John Cabot Rd,Phoenix,85032,1,"2732 E JOHN CABOT RD, PHOENIX, AZ, 85032",-112.02315387606399,33.65252814815676
6061,6062,235000,7/30/2021,"1639 E Kelton Ln, Phoenix, AZ, 85022",1170.0,sqft,200.85,8923.0,sqft,2.0,1.0,1639 E Kelton Ln,Phoenix,85022,1,"1639 E KELTON LN, PHOENIX, AZ, 85022",-112.04665439337282,33.63730444824682
6062,6063,235000,5/7/2021,"545 E Monte Way, Phoenix, AZ, 85042",1525.0,sqft,154.1,9551.0,sqft,3.0,2.0,545 E Monte Way,Phoenix,85042,1,"545 E MONTE WAY, PHOENIX, AZ, 85042",-112.06754710724192,33.36093655808861
6063,6064,235000,6/15/2022,"4346 E Capistrano Ave, Phoenix, AZ, 85044",1656.0,sqft,141.91,8050.0,sqft,,2.0,4346 E Capistrano Ave,Phoenix,85044,1,"4346 E CAPISTRANO AVE, PHOENIX, AZ, 85044",-111.99002105533941,33.352064470119956
6064,6065,235000,4/30/2021,"4844 E Lake Point Cir, Phoenix, AZ, 85044",1500.0,sqft,156.67,4543.0,sqft,2.0,2.0,4844 E Lake Point Cir,Phoenix,85044,1,"4844 E LAKE POINT CIR, PHOENIX, AZ, 85044",-111.97921635511102,33.34439932361988
6065,6066,235000,9/27/2022,"6213 W Raymond St, Phoenix, AZ, 85043",1342.0,sqft,175.11,5867.0,sqft,3.0,2.0,6213 W Raymond St,Phoenix,85043,1,"6213 W RAYMOND ST, PHOENIX, AZ, 85043",-112.19306803790494,33.41491450919693
6066,6067,235000,12/15/2023,"6210 W Jones Ave, Phoenix, AZ, 85043",1538.0,sqft,152.8,4911.0,sqft,4.0,2.0,6210 W Jones Ave,Phoenix,85043,1,"6210 W JONES AVE, PHOENIX, AZ, 85043",-112.19276364615752,33.41196868794776
6067,6068,235000,3/22/2021,"1507 E Bloch Rd, Phoenix, AZ, 85040",1534.0,sqft,153.19,2240.0,sqft,4.0,2.5,1507 E Bloch Rd,Phoenix,85040,1,"1507 E BLOCH RD, PHOENIX, AZ, 85040",-112.04961399693912,33.40173942959774
6068,6069,235000,10/18/2021,"3601 W Minton St, Laveen, AZ, 85339",2288.0,sqft,102.71,1.1,acres,,3.33,3601 W Minton St,Laveen,85339,1,"3601 W MINTON ST, LAVEEN, AZ, 85339",-112.13811022385943,33.38020859987898
6069,6070,235000,9/29/2023,"2913 W Charter Oak Rd, Phoenix, AZ, 85029",1308.0,sqft,179.66,6603.0,sqft,3.0,2.0,2913 W Charter Oak Rd,Phoenix,85029,1,"2913 W CHARTER OAK RD, PHOENIX, AZ, 85029",-112.12115109620578,33.59793656935648
6070,6071,235000,4/23/2021,"3840 S 54th Gln, Phoenix, AZ, 85043",1613.0,sqft,145.69,2280.0,sqft,,2.67,3840 S 54th Gln,Phoenix,85043,1,"3840 S 54TH GLEN, PHOENIX, AZ, 85043",-112.17723912028669,33.41280519777325
6071,6072,235000,5/18/2021,"2710 E Schiliro Cir, Phoenix, AZ, 85032",899.0,sqft,261.4,2275.0,sqft,2.0,2.0,2710 E Schiliro Cir,Phoenix,85032,1,"2710 SCHILIRO CIR, PHOENIX, AZ, 85032",-112.02354156499382,33.64174614964338
6072,6073,235000,10/18/2022,"4709 W Beardsley Rd, Glendale, AZ, 85308",,,,2.13,acres,,,4709 W Beardsley Rd,Glendale,85308,0,,,
6073,6074,235000,2/2/2023,"6102 N 35th Ave, Phoenix, AZ, 85017",1040.0,sqft,225.96,7568.0,sqft,,,6102 N 35th Ave,Phoenix,85017,0,"6102 N 35TH AVE, PHOENIX, AZ, 85017",-112.13432919310685,33.52648141195141
6074,6075,235000,4/28/2021,"1739 W Behrend Dr, Phoenix, AZ, 85027",1008.0,sqft,233.13,7527.0,sqft,3.0,1.0,1739 W Behrend Dr,Phoenix,85027,1,"1739 W BEHREND DR, PHOENIX, AZ, 85027",-112.09741890997276,33.66553851896964
6075,6076,235000,5/17/2021,"500 W Clarendon Ave UNIT A5, Phoenix, AZ, 85013",1580.0,sqft,148.73,2000.0,sqft,3.0,3.0,500 W Clarendon Ave UNIT A5,Phoenix,85013,1,"500 W CLARENDON AVE, PHOENIX, AZ, 85013",-112.08055368431798,33.49154558299972
6076,6077,234950,10/22/2021,"14814 N 30th Dr, Phoenix, AZ, 85053",1134.0,sqft,207.19,7494.0,sqft,,2.0,14814 N 30th Dr,Phoenix,85053,1,"14814 N 30TH DR, PHOENIX, AZ, 85053",-112.12405265321377,33.62028398421165
6077,6078,234900,7/26/2021,"2418 E Mobile Ln, Phoenix, AZ, 85040",952.0,sqft,246.74,6412.0,sqft,3.0,2.0,2418 E Mobile Ln,Phoenix,85040,1,"2418 E MOBILE LN, PHOENIX, AZ, 85040",-112.0293277120964,33.401487544083864
6078,6079,234500,3/23/2021,"6442 W Harwell Rd, Laveen, AZ, 85339",1253.0,sqft,187.15,2800.0,sqft,2.0,3.0,6442 W Harwell Rd,Laveen,85339,1,"6442 W HARWELL RD, LAVEEN, AZ, 85339",-112.19797727402522,33.37409127561989
6079,6080,234134,7/16/2021,"7808 N 17th Ave, Phoenix, AZ, 85021",1491.0,sqft,157.03,8681.0,sqft,3.0,1.75,7808 N 17th Ave,Phoenix,85021,1,"7808 N 17TH AVE, PHOENIX, AZ, 85021",-112.09617208052606,33.551799660170445
6080,6081,234000,4/6/2023,"3652 W Vernon Ave, Phoenix, AZ, 85009",960.0,sqft,243.75,6573.0,sqft,3.0,1.0,3652 W Vernon Ave,Phoenix,85009,1,"3652 W VERNON AVE, PHOENIX, AZ, 85009",-112.13786211332547,33.474112721795905
